original_smiles,rationale_smiles,score
ClC1=NC(NCC(CNS(=O)(=O)C)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CC(C)CNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC1=NC(NCC(CNS(=O)(=O)C)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.88
ClC1=NC(NCC(CNS(=O)(=O)C)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC1=NC(NCC(CNS(=O)(=O)C)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CNc1cc(-c2c[nH]c3ncccc23)ccn1,0.86
ClC1=NC(NCC(CNS(=O)(=O)C)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Nc1cc(-c2c[nH]c3ncccc23)ccn1,0.87
ClC1=NC(NCC(CNS(=O)(=O)C)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,NCCCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC1=NC(NCC(CNS(=O)(=O)C)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,NCCCNc1cc(-c2cc[nH]c2)ccn1,0.51
O=N(=O)C=1C(NC2CCCCC2)=NC(=NC1N)NC=3C=CC=CC3,CNc1nc(Nc2ccccc2)ncc1[N+](=O)[O-],0.8
O=N(=O)C=1C(NC2CCCCC2)=NC(=NC1N)NC=3C=CC=CC3,CNc1nc(Nc2ccccc2)ncc1[NH+]=O,0.76
O=N(=O)C=1C(NC2CCCCC2)=NC(=NC1N)NC=3C=CC=CC3,CNc1nc(Nc2ccccc2)ncc1[NH3+],0.73
O=N(=O)C=1C(NC2CCCCC2)=NC(=NC1N)NC=3C=CC=CC3,CNc1nc(Nc2ccccc2)nc(N)c1[N+](=O)[O-],0.7
O=N(=O)C=1C(NC2CCCCC2)=NC(=NC1N)NC=3C=CC=CC3,CNc1nc(Nc2ccccc2)ncc1[NH2+][O-],0.71
O=N(=O)C=1C(NC2CCCCC2)=NC(=NC1N)NC=3C=CC=CC3,c1ccc(Nc2nccc(NC3CCCCC3)n2)cc1,0.71
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(C(C)=O)C2(C)C,0.62
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(CC)C2(C)C,0.61
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(CC)C2C,0.6
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(CC)C2,0.62
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CC(=O)N1Cc2c(NC(=O)CC(C)C)n[nH]c2C1(C)C,0.575
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(C)C2(C)C,0.59
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CNC2(C)C,0.62
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(C(C)=O)C2,0.69
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(C=O)C2,0.65
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(C(C)=O)C2C,0.61
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(C=O)C2C,0.61
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCCC(=O)Nc1n[nH]c2c1CN(C)C2C,0.59
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCC(=O)Nc1n[nH]c2c1CN(C(C)=O)C2(C)C,0.505
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CC(C)CC(=O)Nc1n[nH]c2c1CN(C)C2,0.52
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CC(=O)Nc1n[nH]c2c1CN(CC1CCN(C)CC1)C2,0.5
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCNCC1)C2,0.51
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CCC(=O)Nc1n[nH]c2c1CN(C(C)=O)C2,0.53
O=C(C1CCN(C)CC1)N2CC3=C(C2(C)C)NN=C3NC(=O)CC(C)C,CC(=O)N1Cc2[nH]nc(NC(=O)CC(C)C)c2C1,0.55
C=1C=CC=2C(C1)=C(NC3=CC(=NN3)C)N=C(N2)N(C4=CC=CC=C4)C,Cc1cc(Nc2ccnc(Nc3ccccc3)n2)[nH]n1,0.71
C=1C=CC=2C(C1)=C(NC3=CC(=NN3)C)N=C(N2)N(C4=CC=CC=C4)C,c1ccc(Nc2nccc(Nc3ccn[nH]3)n2)cc1,0.7
N1=C(/C(=N/NC=2C=CC=CC2)/C(N1)=O)C3=CC(=C(C=C3)OC)OC,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1,0.96
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,Cc1c(-c2ccc(O[SH](=O)=O)cc2)[nH]c2nccnc12,0.93
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,Cc1c(-c2ccc(O[SH]=O)cc2)[nH]c2nccnc12,0.93
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,Cc1c(-c2ccc(OS)cc2)[nH]c2nccnc12,0.97
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,Cc1c(-c2ccc(O)cc2)[nH]c2nccnc12,0.92
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,Oc1ccc(-c2cc3nccnc3[nH]2)cc1,0.96
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,CNSOc1ccc(-c2[nH]c3nccnc3c2C)cc1,0.96
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,Cc1c(-c2ccc(OSN)cc2)[nH]c2nccnc12,0.96
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,NSOc1ccc(-c2cc3nccnc3[nH]2)cc1,0.85
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,SOc1ccc(-c2cc3nccnc3[nH]2)cc1,0.91
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,CN(C)SOc1ccc(-c2cc3nccnc3[nH]2)cc1,0.75
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,CNSOc1ccc(-c2cc3nccnc3[nH]2)cc1,0.9
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,CNS(=O)Oc1ccc(-c2cc3nccnc3[nH]2)cc1,0.85
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,NS(=O)Oc1ccc(-c2cc3nccnc3[nH]2)cc1,0.81
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,O=[SH]Oc1ccc(-c2cc3nccnc3[nH]2)cc1,0.86
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,NS(=O)(=O)Oc1ccc(-c2cc3nccnc3[nH]2)cc1,0.84
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,O=[SH](=O)Oc1ccc(-c2cc3nccnc3[nH]2)cc1,0.87
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,Cc1c(-c2ccc(OS(N)=O)cc2)[nH]c2nccnc12,0.91
S(OC=1C=CC(C2=C(C3=NC=CN=C3N2)C)=CC1)(N(C)C)(=O)=O,Cc1c(-c2ccccc2)[nH]c2nccnc12,0.82
C1=2C(C(=O)NC1=O)=C3C=4C(=CC=CC4)C=CC3=C5C2C6=C(C=CC=C6)N5,O=C1NC(=O)c2c1ccc1[nH]c3ccccc3c21,0.57
C1(=CN=C2C(=C1)C(NC(NCC)=O)=NN2)C3=CC=CC=C3,CNC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,0.95
C1(=CN=C2C(=C1)C(NC(NCC)=O)=NN2)C3=CC=CC=C3,NC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,0.88
C1(=CN=C2C(=C1)C(NC(NCC)=O)=NN2)C3=CC=CC=C3,NCNc1n[nH]c2ncc(-c3ccccc3)cc12,0.81
C1(=CN=C2C(=C1)C(NC(NCC)=O)=NN2)C3=CC=CC=C3,CNc1n[nH]c2ncc(-c3ccccc3)cc12,0.8
C1(=CN=C2C(=C1)C(NC(NCC)=O)=NN2)C3=CC=CC=C3,Nc1n[nH]c2ncc(-c3ccccc3)cc12,0.88
C1(=CN=C2C(=C1)C(NC(NCC)=O)=NN2)C3=CC=CC=C3,CCNCNc1n[nH]c2ncc(-c3ccccc3)cc12,0.78
C1(=CN=C2C(=C1)C(NC(NCC)=O)=NN2)C3=CC=CC=C3,CNCNc1n[nH]c2ncc(-c3ccccc3)cc12,0.78
C1(=CN=C2C(=C1)C(NC(NCC)=O)=NN2)C3=CC=CC=C3,O=CNc1n[nH]c2ncc(-c3ccccc3)cc12,0.78
OC=1C=CC(N=C2C(C(=O)NC2=O)C=3C=CC=C(Cl)C3)=CC1Cl,O=C1NC(=O)C(c2ccccc2)C1=Nc1ccccc1,0.97
FC1=CC(CNC=2N=C(C=3C=CN=CC3)C=C(O)N2)=CC(F)=C1,c1ccc(CNc2nccc(-c3ccncc3)n2)cc1,0.58
C12=C(C3=CC(N(=O)=O)=CC=C3N1)CC(=O)NC=4C2=CC(=CC4)Br,[NH3+]c1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,0.94
C12=C(C3=CC(N(=O)=O)=CC=C3N1)CC(=O)NC=4C2=CC(=CC4)Br,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,0.96
C12=C(C3=CC(N(=O)=O)=CC=C3N1)CC(=O)NC=4C2=CC(=CC4)Br,O=C1Cc2c([nH]c3ccccc23)-c2cc(Br)ccc2N1,0.99
C12=C(C3=CC(N(=O)=O)=CC=C3N1)CC(=O)NC=4C2=CC(=CC4)Br,[NH3+]c1ccc2[nH]c3c(c2c1)CCNc1ccc(Br)cc1-3,0.53
C1(=C(Cl)C=C2N(C=C(C2=C1)C=3C(NC(=O)C3C4=COC=5C4=CC=CC5OC)=O)C)F,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
C1(C2=CN(CCCNS(=O)(=O)N)C=3C2=CC=CN3)=C(C(=O)NC1=O)C=4C(OC)=CC=CC4,Cn1ccc(C2=C(c3ccccc3)C(=O)NC2=O)c1,0.71
C1(C2=CN(CCCNS(=O)(=O)N)C=3C2=CC=CN3)=C(C(=O)NC1=O)C=4C(OC)=CC=CC4,Cn1ccc(C2=C(c3ccccc3O)C(=O)NC2=O)c1,0.74
C1(C2=CN(CCCNS(=O)(=O)N)C=3C2=CC=CN3)=C(C(=O)NC1=O)C=4C(OC)=CC=CC4,CCn1ccc(C2=C(c3ccccc3)C(=O)NC2=O)c1,0.66
C1(C(C(=O)NC1=O)=NC2=CC(Cl)=C(C=C2)O)C3=C(OC)C=CC=C3,O=C1NC(=O)C(c2ccccc2)C1=Nc1ccccc1,0.97
C12=C(C=3C=CC=CC3N1)CC(=O)NC=4C2=CC(=CC4)Br,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,0.96
S1C(NC=2C=C(OC)C=CC2)=NC(C3=CC=C(O)C=C3)=C1,Oc1ccc(-c2csc(Nc3cccc(O)c3)n2)cc1,0.55
C1=2C(OC(=C1)C3=CC=CC=C3)=NC=NC2NC(C4CC4)=O,CC(=O)Nc1ncnc2oc(-c3ccccc3)cc12,0.72
C1=2C(OC(=C1)C3=CC=CC=C3)=NC=NC2NC(C4CC4)=O,O=CNc1ncnc2oc(-c3ccccc3)cc12,0.51
C1=2C(OC(=C1)C3=CC=CC=C3)=NC=NC2NC(C4CC4)=O,CNc1ncnc2oc(-c3ccccc3)cc12,0.5
IC1=NN=C2NC=3C(NC(=O)C2=C1)=CC=CC3,O=C1Nc2ccccc2Nc2nnccc21,0.55
S(C=1OC(=NN1)C=2C=CN=CC2)CC3=CC=C(F)C=C3,c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,0.9
C1(=C(C(=O)NC1=O)NC=2C=C(C(=O)O)C(=CC2)Cl)C3=C(N(=O)=O)C=CC=C3,O=C1NC(=O)C(c2ccccc2)=C1Nc1ccccc1,0.86
OC(=O)C1=C(NC=2N=C(N=CC2)NN)C=CC=C1,NNc1nccc(Nc2ccccc2C=O)n1,0.53
O1C=2C(C(C3=C(C=4C=5C(N(C4)C)=C(CCOC)C=CC5)C(=O)NC3=O)=C1)=CC=CC2,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
N=1NC(/C(=N\NC2=CC(=CC=C2)OC)/C1C=3C=CC=CC3)=O,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1,0.96
C12=C(C3=CC(C)=CC=C3N1)CC(=O)NC4=C2SC=C4,O=C1Cc2c([nH]c3ccccc23)-c2sccc2N1,0.71
C12=C(C=3C=CC(=CC3N1)Br)CC(=O)NC=4C2=CC=CC4,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,0.96
O1C(CCC1)CNC2=NC(NCC(C)C)=NC(N)=C2N(=O)=O,CCNc1nc(N)c([N+](=O)[O-])c(NCC2CCCO2)n1,0.94
O1C(CCC1)CNC2=NC(NCC(C)C)=NC(N)=C2N(=O)=O,CNc1nc(N)c([N+](=O)[O-])c(NCC2CCCO2)n1,0.89
O1C(CCC1)CNC2=NC(NCC(C)C)=NC(N)=C2N(=O)=O,Nc1nc(N)c([N+](=O)[O-])c(NCC2CCCO2)n1,0.58
O1C(CCC1)CNC2=NC(NCC(C)C)=NC(N)=C2N(=O)=O,CCCNc1nc(N)c([N+](=O)[O-])c(NCC)n1,0.7
O1C(CCC1)CNC2=NC(NCC(C)C)=NC(N)=C2N(=O)=O,CCNc1nc(N)c([N+](=O)[O-])c(NCC)n1,0.64
O1C(CCC1)CNC2=NC(NCC(C)C)=NC(N)=C2N(=O)=O,CCCNc1nc(N)c([N+](=O)[O-])c(NC)n1,0.63
O1C(CCC1)CNC2=NC(NCC(C)C)=NC(N)=C2N(=O)=O,CCNc1nc(NCC(C)C)nc(N)c1[N+](=O)[O-],0.58
O1C(=NN=C1C2=CC=C(C=C2)OC)SCC=3C=CC=CC3,Oc1ccc(-c2nnc(SCc3ccccc3)o2)cc1,0.69
O1C(=NN=C1C2=CC=C(C=C2)OC)SCC=3C=CC=CC3,c1ccc(CSc2nnc(-c3ccccc3)o2)cc1,0.76
FC1=CC(NC2=NC(NCC3OCCC3)=NC(N)=C2N(=O)=O)=CC=C1,CCNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.84
FC1=CC(NC2=NC(NCC3OCCC3)=NC(N)=C2N(=O)=O)=CC=C1,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.73
FC1=CC(NC2=NC(NCC3OCCC3)=NC(N)=C2N(=O)=O)=CC=C1,CNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
FC1=CC(NC2=NC(NCC3OCCC3)=NC(N)=C2N(=O)=O)=CC=C1,CNc1ncc([NH3+])c(Nc2ccccc2)n1,0.51
FC1=CC(NC2=NC(NCC3OCCC3)=NC(N)=C2N(=O)=O)=CC=C1,CNc1nc(N)c([N+](=O)[O-])c(Nc2cccc(F)c2)n1,0.59
FC1=CC(NC2=NC(NCC3OCCC3)=NC(N)=C2N(=O)=O)=CC=C1,CCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.54
FC1=CC(NC2=NC(NCC3OCCC3)=NC(N)=C2N(=O)=O)=CC=C1,CCNc1ncc([N+](=O)[O-])c(Nc2cccc(F)c2)n1,0.54
FC1=CC(NC2=NC(NCC3OCCC3)=NC(N)=C2N(=O)=O)=CC=C1,CNc1ncc([NH3+])c(Nc2cccc(F)c2)n1,0.51
FC1=CC(NC2=NC(NCC3OCCC3)=NC(N)=C2N(=O)=O)=CC=C1,CCNc1ncc([NH3+])c(Nc2cccc(F)c2)n1,0.51
C1=C(N=C2C(=C1)C(=NN2)NC(C3CC3)=O)C4=CC=C(C=C4)O,CC(=O)Nc1n[nH]c2nc(-c3ccccc3)ccc12,0.69
C1=C(N=C2C(=C1)C(=NN2)NC(C3CC3)=O)C4=CC=C(C=C4)O,Nc1n[nH]c2nc(-c3ccccc3)ccc12,0.51
C1=C(N=C2C(=C1)C(=NN2)NC(C3CC3)=O)C4=CC=C(C=C4)O,CC(=O)Nc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.72
C1=C(N=C2C(=C1)C(=NN2)NC(C3CC3)=O)C4=CC=C(C=C4)O,O=CNc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.57
C1=C(N=C2C(=C1)C(=NN2)NC(C3CC3)=O)C4=CC=C(C=C4)O,CNc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.55
C1=C(N=C2C(=C1)C(=NN2)NC(C3CC3)=O)C4=CC=C(C=C4)O,Nc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.58
C1=C(N=C2C(=C1)C(=NN2)NC(C3CC3)=O)C4=CC=C(C=C4)O,CCNc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.5
BrC1=CC2=C(C=3SC(S)=NC3O)C(=O)N=C2C=C1,O=C1N=c2ccccc2=C1c1sc(S)nc1O,0.65
C1(=C(C2=CN(C=C)C3=C2C=CC=C3)C(=O)NC1=O)C4=NN(CCCN(C)C)C=5C4=CC=CC5,Cn1ccc(C2=C(c3ccn(C)n3)C(=O)NC2=O)c1,0.58
C1(=C(C2=CN(C=C)C3=C2C=CC=C3)C(=O)NC1=O)C4=NN(CCCN(C)C)C=5C4=CC=CC5,CCn1ccc(C2=C(c3ccn(C)c3)C(=O)NC2=O)n1,0.53
C1(=C(C2=CN(C=C)C3=C2C=CC=C3)C(=O)NC1=O)C4=NN(CCCN(C)C)C=5C4=CC=CC5,C=Cn1ccc(C2=C(c3ccn(C)n3)C(=O)NC2=O)c1,0.5
OCCNC=1N=CC2=C(C=C(C=3C=CN=CC3)C=C2)C1,CCNc1cc2cc(-c3ccncc3)ccc2cn1,0.66
OCCNC=1N=CC2=C(C=C(C=3C=CN=CC3)C=C2)C1,CNc1cc2cc(-c3ccncc3)ccc2cn1,0.63
OCCNC=1N=CC2=C(C=C(C=3C=CN=CC3)C=C2)C1,Nc1cc2cc(-c3ccncc3)ccc2cn1,0.55
OCCNC=1N=CC2=C(C=C(C=3C=CN=CC3)C=C2)C1,c1cc(-c2ccc3cnccc3c2)ccn1,0.55
N=1NC(/C(=N\NC2=CN=CC=C2)/C1C=3C=CC(=CC3)OC)=O,O=C1NN=C(c2ccccc2)/C1=N/Nc1cccnc1,0.68
O=C(C1=CC(C=2C=C3C(=NC2)NC=C3)=CC=C1)C,O=Cc1cccc(-c2cnc3[nH]ccc3c2)c1,0.64
O=C(C1=CC(C=2C=C3C(=NC2)NC=C3)=CC=C1)C,Cc1cccc(-c2cnc3[nH]ccc3c2)c1,0.57
O=C(C1=CC(C=2C=C3C(=NC2)NC=C3)=CC=C1)C,CCc1cccc(-c2cnc3[nH]ccc3c2)c1,0.57
C=1(C=2C=3C(=CC=CC3N(C)C2)OC)C(=O)NC(C1C4=CC=CC(=C4)OC)=O,Cn1ccc(C2=C(c3ccccc3)C(=O)NC2=O)c1,0.71
C=1(C=2C=3C(=CC=CC3N(C)C2)OC)C(=O)NC(C1C4=CC=CC(=C4)OC)=O,Cn1ccc(C2=C(c3cccc(O)c3)C(=O)NC2=O)c1,0.73
C1(=C(C(=O)NC1=O)NC=2C=C(Cl)C=CC2)C3=CC(OC)=CC=C3,O=C1NC(=O)C(c2ccccc2)=C1Nc1ccccc1,0.86
ClC1=CC=C(CSC=2OC(=NN2)C3=CC=4CCOC4C=C3)C=C1,c1ccc(CSc2nnc(-c3ccccc3)o2)cc1,0.76
ClC1=CC=C(CSC=2OC(=NN2)C3=CC=4CCOC4C=C3)C=C1,Clc1ccc(CSc2nnc(-c3ccccc3)o2)cc1,0.56
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CC(=O)Nc1n[nH]c2ccc(-c3ccc(N)cc3)cc12,0.81
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,Nc1ccc(-c2ccc3[nH]nc(NC=O)c3c2)cc1,0.8
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CNc1n[nH]c2ccc(-c3ccc(N)cc3)cc12,0.79
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,0.87
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,Nc1n[nH]c2ccc(-c3ccccc3)cc12,0.86
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CNc1n[nH]c2ccc(-c3ccc(NSC)cc3)cc12,0.73
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CSNc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,0.86
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,Nc1n[nH]c2ccc(-c3ccc(NS)cc3)cc12,0.89
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,SNc1ccc(-c2ccc3[nH]ncc3c2)cc1,0.87
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,Nc1ccc(-c2ccc3[nH]ncc3c2)cc1,0.84
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CS(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,0.84
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,Nc1n[nH]c2ccc(-c3ccc(N[SH]=O)cc3)cc12,0.85
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,O=[SH]Nc1ccc(-c2ccc3[nH]ncc3c2)cc1,0.77
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,Nc1n[nH]c2ccc(-c3ccc(N[SH](=O)=O)cc3)cc12,0.9
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,O=[SH](=O)Nc1ccc(-c2ccc3[nH]ncc3c2)cc1,0.79
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CNc1n[nH]c2ccc(-c3ccc(N[SH]=O)cc3)cc12,0.71
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CNc1n[nH]c2ccc(-c3ccc(NS)cc3)cc12,0.71
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CCSNc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,0.86
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CCSNc1ccc(-c2ccc3[nH]ncc3c2)cc1,0.85
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CSNc1ccc(-c2ccc3[nH]ncc3c2)cc1,0.84
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CCCSNc1ccc(-c2ccc3[nH]ncc3c2)cc1,0.83
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,O=CNc1n[nH]c2ccc(-c3ccc(NS)cc3)cc12,0.73
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,O=CNc1n[nH]c2ccc(-c3ccccc3)cc12,0.66
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CNc1n[nH]c2ccc(-c3ccccc3)cc12,0.66
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CCNc1n[nH]c2ccc(-c3ccc(NS)cc3)cc12,0.69
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CCNc1n[nH]c2ccc(-c3ccc(N)cc3)cc12,0.78
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CCNc1n[nH]c2ccc(-c3ccccc3)cc12,0.65
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CCS(=O)Nc1ccc(-c2ccc3[nH]ncc3c2)cc1,0.78
S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CS(=O)Nc1ccc(-c2ccc3[nH]ncc3c2)cc1,0.76
C1(C(C(=O)NC1=O)=NC2=CC(O)=CC=C2)C=3C=C(OC)C=CC3,O=C1NC(=O)C(c2ccccc2)C1=Nc1ccccc1,0.97
BrC1=C2N(N=C1)C(NCC3=CC=CN=C3)=CC(OC)=N2,Oc1cc(NCc2cccnc2)n2ncc(Br)c2n1,0.93
BrC1=C2N(N=C1)C(NCC3=CC=CN=C3)=CC(OC)=N2,Brc1cnn2c(NCc3cccnc3)ccnc12,0.52
C1=CC=C(C=C1)NC2=NC(=NC=C2F)NC3=CC=CC=C3,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.74
